,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
612,de-kastri,RU,2020-11-14 10:52:21,51.47,140.78,66,92,28.25600000000003,1.57
613,enumclaw,US,2020-11-14 10:52:21,47.2,-121.99,83,83,43.26799999999999,0.45
614,santa rosa,PH,2020-11-14 10:52:21,14.31,121.11,20,78,82.66999999999996,1.5
615,mindelo,CV,2020-11-14 10:52:22,16.89,-24.98,40,46,89.86999999999996,7.7
616,adrar,MR,2020-11-14 10:52:22,20.5,-10.07,11,12,89.50999999999999,6.24
617,katherine,AU,2020-11-14 10:52:22,-14.47,132.27,75,83,79.06999999999996,3.6
618,dunedin,NZ,2020-11-14 10:52:22,-45.87,170.5,100,68,60.27799999999996,4.6
619,bundaberg,AU,2020-11-14 10:47:30,-24.85,152.35,90,83,77.26999999999995,5.7
620,sterlibashevo,RU,2020-11-14 10:52:22,53.44,55.26,81,95,14.558000000000003,5.26
621,kinsale,IE,2020-11-14 10:52:22,51.71,-8.53,75,87,52.26799999999999,11.8
622,xambioa,BR,2020-11-14 10:52:22,-6.41,-48.54,90,35,98.07799999999996,2.39
623,cuamba,MZ,2020-11-14 10:52:22,-14.8,36.54,1,29,80.69000000000003,3.84
624,itarema,BR,2020-11-14 10:52:22,-2.92,-39.92,99,54,90.05000000000001,9.32
625,kongsberg,NO,2020-11-14 10:52:23,59.67,9.65,96,92,40.26199999999996,1.49
626,bolungarvik,,,,,,,,
627,rocha,UY,2020-11-14 10:52:23,-34.48,-54.33,56,57,78.78200000000001,0.46
628,rurrenabaque,BO,2020-11-14 10:52:23,-14.44,-67.53,75,66,89.86999999999996,2.9
629,laem sing,TH,2020-11-14 10:52:23,12.48,102.07,82,66,75.93800000000005,4.15
630,dukat,RU,2020-11-14 10:52:23,62.55,155.55,100,93,2.6960000000000477,1.4
631,lompoc,US,2020-11-14 10:52:23,34.64,-120.46,90,100,49.26199999999996,2.1
632,molinella,IT,2020-11-14 10:52:23,44.62,11.67,75,76,55.66999999999996,1
633,marabba,SD,2020-11-14 10:52:23,12.35,32.18,3,20,88.808,4.21
634,zhangye,CN,2020-11-14 10:52:24,38.93,100.45,12,56,41.48599999999997,2.26
635,sisimiut,GL,2020-11-14 10:52:24,66.94,-53.67,8,88,14.432000000000016,5.59
636,bengkulu,ID,2020-11-14 10:52:24,-3.8,102.27,100,89,78.87200000000004,1.97
637,epitalion,GR,2020-11-14 10:52:24,37.63,21.5,20,82,66.46999999999997,2.1
638,vestbygda,,,,,,,,
639,el limon,VE,2020-11-14 10:52:24,10.31,-67.63,78,65,82.23800000000006,1.08
640,kvitok,RU,2020-11-14 10:52:24,56.07,98.48,80,93,22.04600000000005,1.23
641,longonjo,AO,2020-11-14 10:52:24,-12.91,15.25,59,79,71.67200000000004,1.71
642,portland,US,2020-11-14 10:47:59,45.52,-122.68,90,81,45.266000000000005,3.6
643,pacific grove,US,2020-11-14 10:52:24,36.62,-121.92,40,100,51.27799999999996,2.48
644,langenburg,DE,2020-11-14 10:52:25,49.25,9.85,0,55,61.069999999999965,1
